damage_class,road_type,relative_bbox_area,cluster_count,priority
Alligator,city_road,0.18895414605478625,3,MEDIUM
Alligator,major_district_road,0.03937931336622338,1,LOW
Transverse,national_highway,0.103,1,MEDIUM
Alligator,rural_road,0.175,4,LOW
Transverse,national_highway,0.01,2,MEDIUM
Pothole,city_road,0.074,2,MEDIUM
Alligator,major_district_road,0.359,1,LOW
Pothole,major_district_road,0.027107086998271128,4,MEDIUM
Alligator,city_road,0.044,1,LOW
Transverse,city_road,0.128,2,LOW
Alligator,city_road,0.04465965615386907,4,MEDIUM
Alligator,major_district_road,0.069,2,MEDIUM
Pothole,major_district_road,0.23966567603149563,3,MEDIUM
Pothole,city_road,0.387,6,MEDIUM
Transverse,city_road,0.03758728439007042,2,LOW
Pothole,city_road,0.287,3,MEDIUM
Alligator,rural_road,0.231,2,LOW
Pothole,state_highway,0.237,4,HIGH
Alligator,city_road,0.10537041558101293,1,LOW
Transverse,city_road,0.052,1,LOW
Pothole,major_district_road,0.09082368528368948,4,MEDIUM
Transverse,rural_road,0.096,1,LOW
Pothole,major_district_road,0.277,1,MEDIUM
Pothole,major_district_road,0.226,1,MEDIUM
Longitudinal,major_district_road,0.105,1,LOW
Pothole,rural_road,0.116,1,LOW
Pothole,rural_road,0.15855230051835814,1,LOW
Alligator,national_highway,0.148,1,HIGH
Pothole,city_road,0.16838440768332558,3,MEDIUM
Longitudinal,state_highway,0.203392412178847,5,MEDIUM
Alligator,major_district_road,0.077,1,LOW
Pothole,city_road,0.147,2,MEDIUM
Longitudinal,major_district_road,0.323,4,LOW
Longitudinal,city_road,0.137,3,LOW
Transverse,city_road,0.148,1,LOW
Pothole,city_road,0.05233125891321353,5,MEDIUM
Alligator,city_road,0.172,2,LOW
Pothole,city_road,0.22,5,MEDIUM
Transverse,national_highway,0.049,2,MEDIUM
Pothole,state_highway,0.191,3,HIGH
Longitudinal,rural_road,0.122,4,LOW
Alligator,major_district_road,0.142,3,LOW
Pothole,city_road,0.256,2,MEDIUM
Alligator,major_district_road,0.081,1,MEDIUM
Transverse,major_district_road,0.053749702233446835,1,LOW
Transverse,city_road,0.219,6,LOW
Alligator,rural_road,0.13716788835278332,6,LOW
Pothole,major_district_road,0.152,4,HIGH
Pothole,national_highway,0.023,3,HIGH
Pothole,national_highway,0.159,1,HIGH
Longitudinal,major_district_road,0.12,4,LOW
Pothole,city_road,0.022045483613353817,2,LOW
Transverse,city_road,0.377,3,LOW
Pothole,city_road,0.129,1,MEDIUM
Pothole,city_road,0.032,3,MEDIUM
Longitudinal,major_district_road,0.0910632030985339,2,LOW
Pothole,rural_road,0.034531230748892354,2,LOW
Alligator,major_district_road,0.172,1,MEDIUM
Alligator,city_road,0.16,4,MEDIUM
Pothole,major_district_road,0.281,1,MEDIUM
Alligator,national_highway,0.072,2,HIGH
Pothole,city_road,0.06,2,MEDIUM
Longitudinal,city_road,0.108,1,LOW
Transverse,major_district_road,0.01,4,LOW
Pothole,major_district_road,0.05527611478623362,2,MEDIUM
Pothole,national_highway,0.073,4,HIGH
Alligator,city_road,0.299,1,MEDIUM
Pothole,city_road,0.09830621988256048,1,MEDIUM
Longitudinal,major_district_road,0.089,5,LOW
Transverse,city_road,0.227,2,LOW
Pothole,city_road,0.295,5,MEDIUM
Pothole,state_highway,0.104,4,HIGH
Pothole,national_highway,0.224,1,HIGH
Pothole,city_road,0.346,1,MEDIUM
Pothole,major_district_road,0.103,1,MEDIUM
Pothole,city_road,0.14,4,MEDIUM
Alligator,city_road,0.137,1,LOW
Transverse,city_road,0.0672845120471919,3,LOW
Alligator,rural_road,0.029889205402357778,4,LOW
Longitudinal,city_road,0.073,2,LOW
Pothole,city_road,0.211,3,MEDIUM
Alligator,major_district_road,0.13495897963048015,4,MEDIUM
Alligator,city_road,0.189,5,MEDIUM
Pothole,city_road,0.194,3,MEDIUM
Alligator,city_road,0.208,2,LOW
Alligator,major_district_road,0.16,2,LOW
Alligator,national_highway,0.233,5,HIGH
Transverse,city_road,0.244,6,LOW
Longitudinal,city_road,0.042,2,LOW
Alligator,city_road,0.189,2,LOW
Alligator,city_road,0.215,1,LOW
Alligator,state_highway,0.123,1,MEDIUM
Pothole,major_district_road,0.033,3,MEDIUM
Pothole,major_district_road,0.194,1,MEDIUM
Pothole,major_district_road,0.030216918550176674,2,MEDIUM
Pothole,major_district_road,0.294,3,HIGH
Transverse,city_road,0.048,3,LOW
Alligator,city_road,0.02043806257768139,3,LOW
Pothole,rural_road,0.041,2,LOW
Longitudinal,state_highway,0.01,3,MEDIUM
Alligator,state_highway,0.137,3,HIGH
Pothole,rural_road,0.185,2,LOW
Pothole,major_district_road,0.092,1,MEDIUM
Pothole,city_road,0.1205890292947989,7,MEDIUM
Pothole,major_district_road,0.035,3,MEDIUM
Pothole,city_road,0.038007561399714604,2,MEDIUM
Pothole,rural_road,0.138,6,LOW
Pothole,city_road,0.015503281852186888,2,MEDIUM
Alligator,city_road,0.349,2,MEDIUM
Longitudinal,city_road,0.154,4,LOW
Alligator,city_road,0.085,2,LOW
Alligator,city_road,0.185,6,MEDIUM
Pothole,major_district_road,0.128,2,MEDIUM
Alligator,state_highway,0.077,1,MEDIUM
Alligator,major_district_road,0.384,1,MEDIUM
Transverse,rural_road,0.107,1,LOW
Pothole,rural_road,0.1222998373212889,4,LOW
Alligator,city_road,0.224,1,MEDIUM
Alligator,national_highway,0.055,1,MEDIUM
Pothole,city_road,0.132,1,MEDIUM
Alligator,major_district_road,0.144,1,MEDIUM
Alligator,major_district_road,0.205,1,MEDIUM
Longitudinal,major_district_road,0.147,2,LOW
Alligator,major_district_road,0.133,4,MEDIUM
Longitudinal,city_road,0.069,3,LOW
Alligator,city_road,0.222,3,MEDIUM
Alligator,city_road,0.062,1,LOW
Alligator,major_district_road,0.127,4,MEDIUM
Alligator,city_road,0.301,2,MEDIUM
Alligator,rural_road,0.314,2,LOW
Alligator,national_highway,0.277,5,HIGH
Longitudinal,city_road,0.07,5,LOW
Alligator,state_highway,0.08599529796110986,5,HIGH
Pothole,rural_road,0.048,2,LOW
Transverse,city_road,0.152,3,MEDIUM
Longitudinal,major_district_road,0.039,4,LOW
Alligator,city_road,0.145,2,LOW
Alligator,state_highway,0.079,1,HIGH
Pothole,state_highway,0.173,4,HIGH
Longitudinal,major_district_road,0.118,1,LOW
Pothole,city_road,0.168,1,MEDIUM
Alligator,city_road,0.068,3,LOW
Alligator,major_district_road,0.065,3,MEDIUM
Alligator,city_road,0.07236779986130688,1,LOW
Pothole,rural_road,0.193,5,LOW
Transverse,major_district_road,0.232,1,LOW
Longitudinal,city_road,0.247,1,LOW
Pothole,rural_road,0.067,2,LOW
Alligator,city_road,0.193598855817688,1,MEDIUM
Pothole,city_road,0.319,2,MEDIUM
Pothole,major_district_road,0.18,1,MEDIUM
Pothole,rural_road,0.168,2,LOW
Alligator,state_highway,0.083,2,MEDIUM
Longitudinal,city_road,0.104,1,LOW
Longitudinal,city_road,0.01,1,LOW
Pothole,major_district_road,0.2111469025150057,1,MEDIUM
Pothole,major_district_road,0.12,3,MEDIUM
Alligator,major_district_road,0.034,1,MEDIUM
Pothole,major_district_road,0.049,1,MEDIUM
Longitudinal,city_road,0.07522089463155623,3,LOW
Pothole,city_road,0.018721511938639086,1,LOW
Alligator,state_highway,0.04927567184026592,1,MEDIUM
Alligator,city_road,0.021,2,LOW
Longitudinal,city_road,0.081,4,LOW
Transverse,national_highway,0.205,3,MEDIUM
Transverse,rural_road,0.21,3,LOW
Pothole,major_district_road,0.175,2,LOW
Pothole,city_road,0.141,4,MEDIUM
Alligator,city_road,0.146,1,LOW
Transverse,rural_road,0.112,5,LOW
Pothole,rural_road,0.05787911279277763,2,LOW
Alligator,major_district_road,0.08684458822154502,1,MEDIUM
Pothole,state_highway,0.182,4,HIGH
Longitudinal,state_highway,0.148,1,LOW
Pothole,city_road,0.01,1,LOW
Alligator,city_road,0.06049097151140984,4,MEDIUM
Pothole,city_road,0.171,2,MEDIUM
Pothole,city_road,0.257,4,MEDIUM
Pothole,major_district_road,0.076,2,MEDIUM
Longitudinal,major_district_road,0.055,4,LOW
Pothole,national_highway,0.134,5,HIGH
Alligator,major_district_road,0.211,2,MEDIUM
Alligator,city_road,0.03187525505843595,2,LOW
Pothole,rural_road,0.137,3,LOW
Longitudinal,state_highway,0.216,3,LOW
Pothole,major_district_road,0.169,1,MEDIUM
Transverse,city_road,0.057,1,LOW
Pothole,city_road,0.291,4,MEDIUM
Alligator,city_road,0.115,9,MEDIUM
Alligator,city_road,0.079,2,LOW
Transverse,rural_road,0.054,1,LOW
Pothole,city_road,0.263,3,MEDIUM
Pothole,city_road,0.17272434401616996,1,MEDIUM
Longitudinal,city_road,0.319,2,LOW
Alligator,national_highway,0.17,3,HIGH
Alligator,city_road,0.242,3,MEDIUM
Alligator,major_district_road,0.144,3,MEDIUM
Transverse,city_road,0.039,1,LOW
Transverse,major_district_road,0.202,2,LOW
Pothole,city_road,0.087,2,MEDIUM
Longitudinal,city_road,0.09615478899217353,1,LOW
Alligator,major_district_road,0.139,1,MEDIUM
Pothole,major_district_road,0.241,1,MEDIUM
Alligator,city_road,0.122,3,MEDIUM
Pothole,major_district_road,0.082,2,MEDIUM
Pothole,city_road,0.229,1,MEDIUM
Alligator,state_highway,0.22830637080736388,2,HIGH
Pothole,city_road,0.23,3,MEDIUM
Longitudinal,city_road,0.258,3,LOW
Transverse,state_highway,0.295,1,MEDIUM
Transverse,major_district_road,0.06399735212550071,3,LOW
Pothole,city_road,0.067,1,LOW
Alligator,city_road,0.17285886186795696,2,MEDIUM
Pothole,rural_road,0.139,9,MEDIUM
Alligator,city_road,0.038,1,LOW
Longitudinal,major_district_road,0.114,1,LOW
Alligator,major_district_road,0.195,3,MEDIUM
Transverse,major_district_road,0.112,3,LOW
Alligator,city_road,0.036,5,MEDIUM
Pothole,major_district_road,0.356,3,HIGH
Transverse,national_highway,0.1463078924339197,4,MEDIUM
Pothole,major_district_road,0.073,1,MEDIUM
Pothole,city_road,0.119,5,MEDIUM
Pothole,city_road,0.235,3,MEDIUM
Alligator,state_highway,0.055,2,MEDIUM
Pothole,city_road,0.012839507738823324,3,MEDIUM
Alligator,major_district_road,0.10724825827256806,1,MEDIUM
Pothole,major_district_road,0.142,8,HIGH
Pothole,city_road,0.254,3,MEDIUM
Pothole,major_district_road,0.092,4,MEDIUM
Transverse,major_district_road,0.203,3,LOW
Alligator,major_district_road,0.037,1,MEDIUM
Longitudinal,national_highway,0.29,3,MEDIUM
Alligator,major_district_road,0.113,1,LOW
Pothole,city_road,0.201,3,MEDIUM
Transverse,major_district_road,0.15111715566769154,1,LOW
Pothole,major_district_road,0.127,3,MEDIUM
Longitudinal,city_road,0.04776301060242003,2,LOW
Alligator,city_road,0.04,3,LOW
Transverse,city_road,0.117,2,LOW
Alligator,city_road,0.293,2,MEDIUM
Alligator,city_road,0.01,3,MEDIUM
Pothole,state_highway,0.15020249435204341,3,HIGH
Alligator,state_highway,0.344,1,HIGH
Pothole,city_road,0.15749586545636532,2,MEDIUM
Longitudinal,major_district_road,0.275,3,LOW
Transverse,major_district_road,0.13,3,LOW
Longitudinal,city_road,0.248,3,LOW
Transverse,city_road,0.02278993816280901,1,LOW
Alligator,city_road,0.047759776285269055,1,LOW
Pothole,city_road,0.093,2,MEDIUM
Pothole,city_road,0.347,1,LOW
Transverse,state_highway,0.149,4,MEDIUM
Pothole,rural_road,0.058,2,LOW
Longitudinal,national_highway,0.111,1,LOW
Transverse,city_road,0.029,1,LOW
Longitudinal,city_road,0.137,1,LOW
Longitudinal,major_district_road,0.04002447320915663,8,LOW
Pothole,city_road,0.197,1,MEDIUM
Pothole,city_road,0.199,2,MEDIUM
Pothole,city_road,0.248,1,MEDIUM
Transverse,national_highway,0.187,1,MEDIUM
Pothole,rural_road,0.15,5,LOW
Pothole,city_road,0.221,2,MEDIUM
Alligator,city_road,0.424,2,MEDIUM
Pothole,national_highway,0.042547973214973465,1,HIGH
Alligator,city_road,0.01,2,MEDIUM
Transverse,state_highway,0.052,2,MEDIUM
Alligator,city_road,0.232,2,LOW
Alligator,national_highway,0.09769560905549553,1,HIGH
Transverse,major_district_road,0.053,3,LOW
Pothole,city_road,0.085,3,MEDIUM
Transverse,major_district_road,0.298,2,LOW
Alligator,major_district_road,0.368,2,MEDIUM
Pothole,city_road,0.10712907195421292,1,MEDIUM
Pothole,major_district_road,0.08025980579651638,4,MEDIUM
Longitudinal,major_district_road,0.04780474532943261,2,LOW
Transverse,city_road,0.04349439166843827,1,LOW
Pothole,major_district_road,0.155,2,MEDIUM
Pothole,major_district_road,0.011,2,MEDIUM
Alligator,city_road,0.279,3,MEDIUM
Alligator,major_district_road,0.08037126406580909,1,LOW
Transverse,national_highway,0.216,1,MEDIUM
Longitudinal,major_district_road,0.17066216576618745,5,LOW
Pothole,rural_road,0.128,1,LOW
Pothole,major_district_road,0.115,3,MEDIUM
Pothole,city_road,0.10701279627114121,1,LOW
Longitudinal,rural_road,0.09,2,LOW
Longitudinal,city_road,0.082,2,LOW
Pothole,rural_road,0.112,2,LOW
Pothole,major_district_road,0.113,4,MEDIUM
Alligator,city_road,0.114,2,MEDIUM
Longitudinal,city_road,0.314,2,LOW
Alligator,major_district_road,0.189,3,MEDIUM
Pothole,major_district_road,0.167,3,MEDIUM
Alligator,major_district_road,0.107,4,MEDIUM
Pothole,city_road,0.082,3,MEDIUM
Alligator,major_district_road,0.12839662282636974,2,MEDIUM
Alligator,major_district_road,0.378,1,MEDIUM
Pothole,major_district_road,0.322,1,MEDIUM
Alligator,city_road,0.07445640504637008,2,LOW
Alligator,state_highway,0.10388842710998285,2,HIGH
Pothole,major_district_road,0.08217313851496426,4,MEDIUM
Alligator,state_highway,0.035054195597878014,1,MEDIUM
Alligator,city_road,0.072,2,LOW
Pothole,state_highway,0.334,4,HIGH
Alligator,city_road,0.069,2,LOW
Alligator,city_road,0.168,3,MEDIUM
Longitudinal,major_district_road,0.207,1,LOW
Pothole,city_road,0.16,1,MEDIUM
Alligator,city_road,0.036,4,LOW
Transverse,city_road,0.184,2,LOW
Pothole,state_highway,0.082,3,HIGH
Transverse,city_road,0.203,1,LOW
Alligator,city_road,0.12,1,MEDIUM
Longitudinal,major_district_road,0.085,3,LOW
Pothole,city_road,0.096,1,LOW
Pothole,state_highway,0.08001397471733163,6,HIGH
Longitudinal,city_road,0.13228606203106302,1,LOW
Alligator,city_road,0.289,2,MEDIUM
Pothole,city_road,0.198,2,MEDIUM
Longitudinal,major_district_road,0.176,2,LOW
Alligator,major_district_road,0.348,1,MEDIUM
Pothole,city_road,0.453,5,MEDIUM
Alligator,city_road,0.297,2,MEDIUM
Alligator,city_road,0.205,4,MEDIUM
Pothole,city_road,0.08239440670995354,1,MEDIUM
Alligator,city_road,0.389,1,LOW
Alligator,state_highway,0.12303823566696047,1,MEDIUM
Transverse,state_highway,0.01,5,MEDIUM
Longitudinal,city_road,0.228,2,LOW
Longitudinal,major_district_road,0.079,2,LOW
Pothole,rural_road,0.089,3,LOW
Pothole,city_road,0.06,2,MEDIUM
Alligator,city_road,0.089,1,LOW
Alligator,major_district_road,0.054,3,LOW
Longitudinal,rural_road,0.09433985210407944,5,LOW
Transverse,city_road,0.050302640039609325,6,LOW
Transverse,city_road,0.121,2,LOW
Alligator,major_district_road,0.02568907374062504,1,MEDIUM
Alligator,city_road,0.09361254680932139,3,MEDIUM
Pothole,rural_road,0.19921345591461267,1,LOW
Alligator,state_highway,0.107,2,MEDIUM
Transverse,city_road,0.13027793909748048,1,LOW
Longitudinal,city_road,0.395,4,LOW
Pothole,city_road,0.213,2,MEDIUM
Pothole,major_district_road,0.092,2,MEDIUM
Alligator,national_highway,0.116,3,HIGH
Alligator,city_road,0.182,3,MEDIUM
Pothole,city_road,0.225,4,MEDIUM
Longitudinal,major_district_road,0.017,4,LOW
Longitudinal,city_road,0.09200959156470148,3,LOW
Longitudinal,major_district_road,0.053,2,LOW
Longitudinal,major_district_road,0.103,1,LOW
Longitudinal,city_road,0.191,1,LOW
Longitudinal,city_road,0.01,2,LOW
Pothole,city_road,0.025190615361559747,2,MEDIUM
Transverse,major_district_road,0.177,2,LOW
Transverse,rural_road,0.061,3,LOW
Pothole,city_road,0.236,3,MEDIUM
Pothole,city_road,0.155,5,MEDIUM
Pothole,major_district_road,0.022,2,MEDIUM
Alligator,national_highway,0.174,1,HIGH
Transverse,city_road,0.224,2,LOW
Alligator,major_district_road,0.047,4,MEDIUM
Pothole,major_district_road,0.17,2,MEDIUM
Longitudinal,state_highway,0.058824732252671506,4,MEDIUM
Alligator,rural_road,0.151,3,LOW
Pothole,city_road,0.357,2,MEDIUM
Alligator,major_district_road,0.317,4,MEDIUM
Transverse,state_highway,0.052,3,MEDIUM
Pothole,city_road,0.128,1,MEDIUM
Alligator,city_road,0.01,1,LOW
Alligator,city_road,0.014306464588284202,4,LOW
Pothole,major_district_road,0.088,1,MEDIUM
Alligator,city_road,0.062,4,MEDIUM
Longitudinal,major_district_road,0.049329833136815195,1,LOW
Alligator,major_district_road,0.192,2,MEDIUM
Alligator,city_road,0.15,3,MEDIUM
Alligator,city_road,0.106,2,LOW
Longitudinal,city_road,0.0747998098470594,3,LOW
Transverse,state_highway,0.105,2,LOW
Pothole,major_district_road,0.04083939746071319,1,MEDIUM
Transverse,major_district_road,0.10566372841277491,2,LOW
Alligator,national_highway,0.113,2,HIGH
Pothole,national_highway,0.143,1,HIGH
Alligator,state_highway,0.374,2,HIGH
Transverse,city_road,0.10309007430748697,3,LOW
Alligator,city_road,0.317,3,MEDIUM
Pothole,city_road,0.441,3,MEDIUM
Transverse,state_highway,0.02,6,HIGH
Pothole,city_road,0.011243283703162832,5,MEDIUM
Pothole,state_highway,0.258,6,HIGH
Pothole,city_road,0.056,6,MEDIUM
Transverse,city_road,0.057,2,LOW
Transverse,city_road,0.062,1,LOW
Transverse,city_road,0.114,3,LOW
Pothole,national_highway,0.077,4,HIGH
Alligator,state_highway,0.206,2,HIGH
Alligator,city_road,0.156,1,MEDIUM
Pothole,major_district_road,0.13,2,MEDIUM
Alligator,major_district_road,0.371,2,MEDIUM
Alligator,rural_road,0.209,4,LOW
Transverse,city_road,0.013,1,LOW
Alligator,rural_road,0.052,2,LOW
Transverse,major_district_road,0.054,3,LOW
Alligator,national_highway,0.208,5,HIGH
Pothole,rural_road,0.0667563529402764,2,LOW
Transverse,major_district_road,0.02960489160200142,2,LOW
Alligator,state_highway,0.12975403748079503,1,MEDIUM
Pothole,city_road,0.133,2,MEDIUM
Pothole,city_road,0.098,3,MEDIUM
Pothole,city_road,0.174,3,MEDIUM
Longitudinal,city_road,0.045,1,LOW
Alligator,major_district_road,0.171,1,MEDIUM
Pothole,city_road,0.166,1,MEDIUM
Pothole,city_road,0.132,6,MEDIUM
Alligator,city_road,0.246,2,MEDIUM
Pothole,state_highway,0.08,3,HIGH
Alligator,city_road,0.117,1,LOW
Pothole,national_highway,0.044446960835883106,5,HIGH
Alligator,state_highway,0.17,4,HIGH
Transverse,national_highway,0.05586225809169615,4,MEDIUM
Pothole,major_district_road,0.155,4,HIGH
Alligator,major_district_road,0.094,1,MEDIUM
Pothole,rural_road,0.119,2,LOW
Alligator,major_district_road,0.065,2,MEDIUM
Alligator,major_district_road,0.049,1,MEDIUM
Longitudinal,major_district_road,0.175,4,LOW
Pothole,city_road,0.235,5,MEDIUM
Pothole,major_district_road,0.189,3,MEDIUM
Transverse,city_road,0.229,1,LOW
Alligator,major_district_road,0.047,2,MEDIUM
Transverse,major_district_road,0.035,1,LOW
Alligator,major_district_road,0.259,4,MEDIUM
Transverse,national_highway,0.02507185154885208,1,MEDIUM
Transverse,major_district_road,0.131,4,LOW
Pothole,major_district_road,0.043,4,MEDIUM
Longitudinal,major_district_road,0.095,1,LOW
Transverse,city_road,0.045,3,LOW
Longitudinal,city_road,0.063,3,LOW
Alligator,city_road,0.129,2,LOW
Pothole,major_district_road,0.053042930988104545,5,HIGH
Longitudinal,state_highway,0.048,2,LOW
Longitudinal,city_road,0.214,5,LOW
Pothole,city_road,0.127,3,MEDIUM
Pothole,major_district_road,0.128,1,MEDIUM
Alligator,city_road,0.04242124044964308,1,LOW
Alligator,city_road,0.069,2,LOW
Alligator,city_road,0.335,1,LOW
Pothole,city_road,0.146,1,MEDIUM
Pothole,major_district_road,0.056,2,MEDIUM
Pothole,national_highway,0.033,1,MEDIUM
Longitudinal,major_district_road,0.02483817403550318,2,LOW
Alligator,city_road,0.0382545554827409,2,LOW
Pothole,state_highway,0.157,1,HIGH
Alligator,state_highway,0.06608415557715513,3,HIGH
Alligator,rural_road,0.137,4,LOW
Alligator,city_road,0.116,1,LOW
Pothole,city_road,0.141,5,MEDIUM
Pothole,national_highway,0.1470810921195267,4,HIGH
Alligator,city_road,0.13854162922363816,3,MEDIUM
Transverse,major_district_road,0.104,3,LOW
Alligator,city_road,0.366,2,MEDIUM
Alligator,rural_road,0.216,2,LOW
Pothole,national_highway,0.076,1,HIGH
Longitudinal,city_road,0.17215657891163727,1,LOW
Pothole,major_district_road,0.112,1,MEDIUM
Alligator,city_road,0.038,1,LOW
Alligator,state_highway,0.062,3,HIGH
Alligator,major_district_road,0.212,3,MEDIUM
Alligator,city_road,0.135,3,LOW
Pothole,city_road,0.114,5,MEDIUM
Longitudinal,state_highway,0.011,4,LOW
Alligator,city_road,0.198,1,LOW
Longitudinal,major_district_road,0.05979893869189169,8,LOW
Alligator,state_highway,0.0295618918243102,3,HIGH
Pothole,city_road,0.04301970240184064,5,MEDIUM
Pothole,major_district_road,0.138,1,MEDIUM
Alligator,national_highway,0.119,2,HIGH
Pothole,city_road,0.214,2,MEDIUM
Pothole,city_road,0.039,2,LOW
Alligator,major_district_road,0.21,1,MEDIUM
Alligator,rural_road,0.026,4,LOW
Alligator,major_district_road,0.09,4,MEDIUM
Transverse,major_district_road,0.166,1,LOW
Alligator,major_district_road,0.112,3,MEDIUM
Pothole,city_road,0.17253918424512474,3,MEDIUM
Pothole,city_road,0.144,1,LOW
Longitudinal,city_road,0.378,1,LOW
Alligator,city_road,0.409,3,MEDIUM
Pothole,city_road,0.138,2,LOW
Pothole,city_road,0.047,6,MEDIUM
Pothole,city_road,0.097,1,MEDIUM
Longitudinal,rural_road,0.467,2,LOW
Pothole,city_road,0.21,2,MEDIUM
Alligator,city_road,0.09133825205134406,2,LOW
Alligator,city_road,0.225,5,MEDIUM
Pothole,major_district_road,0.188,1,MEDIUM
Pothole,city_road,0.472,2,MEDIUM
Transverse,city_road,0.16275763843136648,2,LOW
Pothole,major_district_road,0.025876177924679004,4,MEDIUM
Alligator,city_road,0.03990881130204406,3,MEDIUM
Pothole,city_road,0.254,2,MEDIUM
Alligator,rural_road,0.227,4,LOW
Transverse,city_road,0.14102454659865768,3,LOW
Pothole,city_road,0.15402140658711186,2,MEDIUM
Pothole,city_road,0.188,2,MEDIUM
Longitudinal,major_district_road,0.1460758601183065,3,LOW
